case,activity,Resource,time,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,17/01/2012 10:46,17/01/2012 12:01,000:00,100,Spur Gear,ID4641,D,7,0,0,
Case 11,Turning & Milling Q.C.,Quality Check 1,18/01/2012 07:00,18/01/2012 08:38,001:38,100,Spur Gear,ID4287,D,0,0,0,
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,18/01/2012 08:35,18/01/2012 09:50,000:00,100,Spur Gear,ID4641,D,0,0,0,
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,18/01/2012 08:36,18/01/2012 09:56,001:20,100,Spur Gear,ID4641,S,0,0,0,
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,18/01/2012 09:57,18/01/2012 15:32,005:35,100,Spur Gear,ID4641,D,14,0,0,
Case 11,Turning & Milling Q.C.,Quality Check 1,18/01/2012 10:14,18/01/2012 11:29,000:00,100,Spur Gear,ID4618,D,60,0,0,
Case 11,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/01/2012 07:39,19/01/2012 09:00,001:21,100,Spur Gear,ID4641,S,1,0,0,
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,19/01/2012 09:01,19/01/2012 16:00,006:59,100,Spur Gear,ID4641,D,14,0,0,
Case 11,Turning & Milling - Machine 10,Machine 10 - Grinding,19/01/2012 16:08,19/01/2012 19:21,003:13,100,Spur Gear,ID4132,D,9,0,0,
Case 11,Laser Marking - Machine 7,Machine 7- Laser Marking,22/01/2012 15:01,22/01/2012 15:33,000:32,100,Spur Gear,ID4882,D,20,0,0,
Case 11,Turning & Milling Q.C.,Quality Check 1,23/01/2012 09:24,23/01/2012 09:25,000:01,100,Spur Gear,ID4618,D,37,0,0,
Case 11,Laser Marking - Machine 7,Machine 7- Laser Marking,24/01/2012 14:41,24/01/2012 16:06,001:25,100,Spur Gear,ID4882,D,77,0,0,
Case 11,Packing,Packing,25/01/2012 00:00,25/01/2012 01:00,000:00,100,Spur Gear,ID4820,D,97,0,0,
Case 11,Final Inspection Q.C.,Quality Check 1,25/01/2012 11:11,25/01/2012 14:09,002:58,100,Spur Gear,ID4618,D,97,0,0,
Case 11,Turning & Milling Q.C.,Quality Check 1,25/01/2012 14:10,25/01/2012 14:11,000:01,100,Spur Gear,ID4618,D,0,3,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,01/03/2012 03:49,01/03/2012 06:35,002:46,500,Ballnut,ID4794,S,1,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,01/03/2012 06:57,01/03/2012 12:36,005:39,500,Ballnut,ID4529,S,3,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,01/03/2012 10:00,01/03/2012 11:00,001:00,500,Ballnut,ID4163,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,01/03/2012 12:37,01/03/2012 15:46,003:09,500,Ballnut,ID4529,D,10,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,01/03/2012 20:16,02/03/2012 06:27,010:11,500,Ballnut,ID4794,D,30,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,02/03/2012 06:45,02/03/2012 12:47,006:02,500,Ballnut,ID4167,D,14,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,03/03/2012 13:00,04/03/2012 00:26,011:26,500,Ballnut,ID4529,D,36,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,03/03/2012 23:36,04/03/2012 06:46,007:10,500,Ballnut,ID4641,D,21,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,04/03/2012 07:20,04/03/2012 07:51,000:31,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,06/03/2012 07:22,06/03/2012 07:29,000:07,500,Ballnut,ID4618,D,119,1,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,06/03/2012 07:28,06/03/2012 07:29,000:01,500,Ballnut,ID4794,D,5,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/03/2012 01:08,08/03/2012 04:17,003:09,500,Ballnut,ID4529,S,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/03/2012 07:11,08/03/2012 11:37,004:26,500,Ballnut,ID4794,S,1,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/03/2012 11:37,08/03/2012 15:52,004:15,500,Ballnut,ID4794,D,10,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/03/2012 15:54,08/03/2012 23:40,007:46,500,Ballnut,ID4167,D,32,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,09/03/2012 01:48,09/03/2012 06:51,005:03,500,Ballnut,ID4529,D,18,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,09/03/2012 06:50,09/03/2012 07:32,000:42,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,09/03/2012 07:59,09/03/2012 12:27,004:28,500,Ballnut,ID4429,D,15,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10/03/2012 13:00,11/03/2012 10:54,021:54,500,Ballnut,ID4932,D,30,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10/03/2012 23:26,11/03/2012 06:35,007:09,500,Ballnut,ID4794,D,20,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,11/03/2012 06:55,11/03/2012 16:09,009:14,500,Ballnut,ID4529,D,17,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,11/03/2012 06:58,11/03/2012 07:42,000:44,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,11/03/2012 08:02,11/03/2012 09:17,000:00,500,Ballnut,ID4618,D,82,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,11/03/2012 16:11,11/03/2012 20:12,004:01,500,Ballnut,ID4429,D,13,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,12/03/2012 08:00,12/03/2012 08:08,000:08,500,Ballnut,ID4618,D,0,3,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,12/03/2012 08:13,12/03/2012 09:28,000:00,500,Ballnut,ID4618,D,36,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,12/03/2012 09:28,12/03/2012 09:33,000:05,500,Ballnut,ID4618,D,0,3,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,15/03/2012 23:10,16/03/2012 06:47,007:37,500,Ballnut,ID4794,S,4,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,16/03/2012 06:58,16/03/2012 08:32,001:34,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16/03/2012 07:13,16/03/2012 12:49,005:36,500,Ballnut,ID4529,D,19,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,17/03/2012 13:24,18/03/2012 11:30,022:06,500,Ballnut,ID4932,D,36,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,17/03/2012 23:54,18/03/2012 02:26,002:32,500,Ballnut,ID4641,D,14,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,19/03/2012 12:29,19/03/2012 16:06,003:37,500,Ballnut,ID0998,D,141,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,19/03/2012 16:24,19/03/2012 17:43,001:19,500,Ballnut,ID4528,D,20,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,19/03/2012 21:29,19/03/2012 22:32,001:03,500,Ballnut,ID0997,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,20/03/2012 06:52,20/03/2012 09:44,002:52,500,Ballnut,ID4618,D,0,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,20/03/2012 07:16,20/03/2012 12:13,004:57,500,Ballnut,ID4528,D,91,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,20/03/2012 09:46,20/03/2012 11:58,002:12,500,Ballnut,ID0998,D,20,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,20/03/2012 11:36,20/03/2012 12:51,000:00,500,Ballnut,ID4618,D,72,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,20/03/2012 12:45,20/03/2012 13:41,000:56,500,Ballnut,ID4618,D,0,1,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,22/03/2012 07:33,22/03/2012 11:51,004:18,500,Ballnut,ID4794,S,1,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,22/03/2012 11:30,22/03/2012 11:46,000:16,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,22/03/2012 11:51,22/03/2012 13:30,001:39,500,Ballnut,ID4794,D,3,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,22/03/2012 12:15,22/03/2012 14:33,002:18,500,Ballnut,ID4718,D,0,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,22/03/2012 13:42,22/03/2012 16:22,002:40,500,Ballnut,ID0998,D,80,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,22/03/2012 16:22,22/03/2012 17:37,000:00,500,Ballnut,ID0998,D,30,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,22/03/2012 16:30,22/03/2012 23:30,007:00,500,Ballnut,ID4794,D,20,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,23/03/2012 00:00,23/03/2012 01:15,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,23/03/2012 07:03,23/03/2012 07:24,000:21,500,Ballnut,ID4618,D,0,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,23/03/2012 07:12,23/03/2012 12:42,005:30,500,Ballnut,ID4794,D,20,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,23/03/2012 11:38,23/03/2012 11:39,000:01,500,Ballnut,ID0998,D,41,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,23/03/2012 20:59,24/03/2012 07:00,010:01,500,Ballnut,ID4167,D,21,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,24/03/2012 13:33,25/03/2012 12:58,023:25,500,Ballnut,ID4932,D,50,0,0,
Case 110,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,24/03/2012 22:51,25/03/2012 03:35,004:44,500,Ballnut,ID4794,D,10,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,26/03/2012 00:00,26/03/2012 01:15,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Laser Marking - Machine 7,Machine 7- Laser Marking,26/03/2012 07:03,26/03/2012 07:16,000:13,500,Ballnut,ID4882,D,96,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,27/03/2012 00:00,27/03/2012 01:15,000:00,500,Ballnut,ID4882,D,0,0,0,
Case 110,Turning & Milling Q.C.,Quality Check 1,28/03/2012 09:47,28/03/2012 09:48,000:01,500,Ballnut,ID4618,D,148,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,28/03/2012 13:07,28/03/2012 13:55,000:48,500,Ballnut,ID4445,S,0,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,28/03/2012 14:13,28/03/2012 15:57,001:44,500,Ballnut,ID4872,D,15,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,28/03/2012 16:01,28/03/2012 20:12,004:11,500,Ballnut,ID4528,D,39,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,28/03/2012 20:09,29/03/2012 05:26,009:17,500,Ballnut,ID0420,D,83,0,0,
Case 110,Packing,Packing,29/03/2012 00:00,29/03/2012 01:00,000:00,500,Ballnut,ID4820,D,60,0,0,
Case 110,Packing,Packing,29/03/2012 00:00,29/03/2012 01:00,000:00,500,Ballnut,ID4820,D,30,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,29/03/2012 05:30,29/03/2012 06:50,001:20,500,Ballnut,ID4445,D,15,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,29/03/2012 06:59,29/03/2012 09:58,002:59,500,Ballnut,ID4872,D,22,0,0,
Case 110,Flat Grinding - Machine 11,Machine 11 - Grinding,29/03/2012 08:19,29/03/2012 08:20,000:01,500,Ballnut,ID0998,D,96,0,0,
Case 110,Lapping - Machine 1,Machine 1 - Lapping,29/03/2012 08:21,29/03/2012 09:36,000:00,500,Ballnut,ID0998,D,96,0,0,
Case 110,Final Inspection Q.C.,Quality Check 1,29/03/2012 09:20,29/03/2012 10:29,001:09,500,Ballnut,ID4618,D,90,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,29/03/2012 10:39,29/03/2012 15:43,005:04,500,Ballnut,ID4445,D,45,0,0,
Case 110,Round Grinding - Machine 3,Machine 3 - Round Grinding,29/03/2012 15:59,29/03/2012 17:53,001:54,500,Ballnut,ID4528,D,18,0,0,
Case 110,Packing,Packing,30/03/2012 00:00,30/03/2012 01:00,000:00,500,Ballnut,ID4491,D,140,0,0,
Case 110,Final Inspection Q.C.,Quality Check 1,30/03/2012 07:21,30/03/2012 10:28,003:07,500,Ballnut,ID4618,D,140,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,12/03/2012 21:10,13/03/2012 00:13,003:03,300,Cable Head,ID4932,S,1,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,13/03/2012 00:13,13/03/2012 06:39,006:26,300,Cable Head,ID4932,D,55,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,13/03/2012 07:10,13/03/2012 16:10,009:00,300,Cable Head,ID4167,D,83,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,13/03/2012 16:14,13/03/2012 19:42,003:28,300,Cable Head,ID4429,D,34,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,13/03/2012 19:44,14/03/2012 06:45,011:01,300,Cable Head,ID4932,D,100,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,14/03/2012 06:58,14/03/2012 10:59,004:01,300,Cable Head,ID4167,D,27,0,0,
Case 111,Turning Q.C.,Quality Check 1,14/03/2012 13:50,14/03/2012 15:05,000:00,300,Cable Head,ID4493,D,300,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,22/03/2012 11:14,22/03/2012 17:50,006:36,300,Cable Head,ID4932,S,1,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,22/03/2012 20:00,23/03/2012 07:00,011:00,300,Cable Head,ID4167,D,46,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,23/03/2012 07:00,23/03/2012 12:41,005:41,300,Cable Head,ID4794,D,20,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,23/03/2012 07:09,23/03/2012 12:41,005:32,300,Cable Head,ID4794,D,0,0,0,
Case 111,Turning - Machine 4,Machine 4 - Turning & Milling,24/03/2012 06:31,24/03/2012 15:53,009:22,300,Cable Head,ID4932,D,0,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24/03/2012 13:51,24/03/2012 15:52,026:01,300,Cable Head,ID4932,D,65,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24/03/2012 22:52,25/03/2012 06:45,007:53,300,Cable Head,ID4794,D,25,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,25/03/2012 07:06,25/03/2012 15:32,008:26,300,Cable Head,ID4167,D,53,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,25/03/2012 19:54,26/03/2012 06:43,010:49,300,Cable Head,ID4932,D,63,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,26/03/2012 07:21,26/03/2012 09:22,002:01,300,Cable Head,ID4493,D,209,4,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,26/03/2012 15:42,26/03/2012 16:00,000:18,300,Cable Head,ID0998,D,50,0,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,26/03/2012 16:02,26/03/2012 17:43,001:41,300,Cable Head,ID4882,D,159,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,27/03/2012 00:51,27/03/2012 07:52,007:01,300,Cable Head,ID4167,D,0,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,27/03/2012 07:00,27/03/2012 07:35,000:35,300,Cable Head,ID4493,D,0,0,0,
Case 111,Turning & Milling Q.C.,Quality Check 1,27/03/2012 07:00,27/03/2012 10:59,003:59,300,Cable Head,ID4493,D,87,0,0,
Case 111,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,27/03/2012 10:56,28/03/2012 06:56,020:00,300,Cable Head,ID4167,D,27,0,0,
Case 111,Laser Marking - Machine 7,Machine 7- Laser Marking,27/03/2012 11:10,27/03/2012 13:26,002:16,300,Cable Head,ID0998,D,87,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,08/03/2012 06:13,08/03/2012 06:51,000:38,492,Ballnut,ID4641,S,0,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,13/03/2012 14:01,13/03/2012 17:48,003:47,492,Ballnut,ID3846,S,1,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,13/03/2012 21:28,13/03/2012 23:10,001:42,492,Ballnut,ID4132,S,3,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,14/03/2012 07:00,14/03/2012 08:40,001:40,492,Ballnut,ID4287,D,0,3,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14/03/2012 08:15,14/03/2012 09:02,000:47,492,Ballnut,ID3846,B,0,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14/03/2012 09:02,14/03/2012 13:21,004:19,492,Ballnut,ID3846,S,3,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14/03/2012 16:10,14/03/2012 17:51,001:41,492,Ballnut,ID4132,D,3,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14/03/2012 20:43,15/03/2012 06:48,010:05,492,Ballnut,ID4794,D,45,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15/03/2012 08:22,15/03/2012 09:43,001:21,492,Ballnut,ID3846,S,1,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15/03/2012 09:44,15/03/2012 17:22,007:38,492,Ballnut,ID3846,D,39,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15/03/2012 21:04,16/03/2012 06:47,009:43,492,Ballnut,ID4794,D,25,0,0,
Case 112,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,18/03/2012 03:18,18/03/2012 06:50,003:32,492,Ballnut,ID4641,D,10,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,18/03/2012 12:00,18/03/2012 12:33,000:33,492,Ballnut,ID4287,D,0,3,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,18/03/2012 12:00,18/03/2012 12:33,000:33,492,Ballnut,ID4287,D,106,8,0,
Case 112,Laser Marking - Machine 7,Machine 7- Laser Marking,18/03/2012 12:42,18/03/2012 14:55,002:13,492,Ballnut,ID4718,D,106,0,0,
Case 112,Lapping - Machine 1,Machine 1 - Lapping,18/03/2012 15:43,18/03/2012 18:10,002:27,492,Ballnut,ID0998,D,106,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,18/03/2012 21:38,19/03/2012 00:19,002:41,492,Ballnut,ID4641,S,1,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,19/03/2012 00:19,19/03/2012 03:10,002:51,492,Ballnut,ID4641,D,10,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,19/03/2012 03:12,19/03/2012 06:46,003:34,492,Ballnut,ID4529,D,20,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,19/03/2012 07:26,19/03/2012 16:39,009:13,492,Ballnut,ID4718,D,44,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,19/03/2012 21:18,20/03/2012 06:48,009:30,492,Ballnut,ID4641,D,21,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,20/03/2012 07:20,20/03/2012 17:52,010:32,492,Ballnut,ID3846,D,26,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,20/03/2012 11:30,20/03/2012 13:30,002:00,492,Ballnut,ID4287,D,0,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,20/03/2012 16:00,20/03/2012 16:33,000:33,492,Ballnut,ID4287,D,106,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,20/03/2012 21:30,21/03/2012 03:29,005:59,492,Ballnut,ID4641,D,15,0,0,
Case 112,Packing,Packing,21/03/2012 00:00,21/03/2012 01:00,000:00,492,Ballnut,ID4820,D,106,0,0,
Case 112,Packing,Packing,21/03/2012 00:00,21/03/2012 01:00,000:00,492,Ballnut,ID4820,D,0,0,0,
Case 112,Turning & Milling Q.C.,Quality Check 1,21/03/2012 08:31,21/03/2012 10:00,001:29,492,Ballnut,ID4287,D,139,0,0,
Case 112,Laser Marking - Machine 7,Machine 7- Laser Marking,21/03/2012 10:01,21/03/2012 12:32,002:31,492,Ballnut,ID4718,D,139,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,21/03/2012 15:31,21/03/2012 17:43,002:12,492,Ballnut,ID4132,D,9,0,0,
Case 112,Turning & Milling - Machine 10,Machine 10 - Grinding,21/03/2012 20:29,22/03/2012 05:32,009:03,492,Ballnut,ID4641,D,23,0,0,
Case 112,Grinding Rework,Machine 11 - Grinding,22/03/2012 07:42,22/03/2012 08:42,001:00,492,Ballnut,ID4882,D,0,0,0,
Case 112,Grinding Rework,Machine 11 - Grinding,22/03/2012 09:02,22/03/2012 12:22,003:20,492,Ballnut,ID4882,D,0,0,0,
Case 112,Lapping - Machine 1,Machine 1 - Lapping,22/03/2012 10:00,22/03/2012 14:33,004:33,492,Ballnut,ID4718,D,139,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,25/03/2012 09:49,25/03/2012 16:03,006:14,492,Ballnut,ID4287,D,0,0,0,
Case 112,Packing,Packing,29/03/2012 00:00,29/03/2012 01:00,000:00,492,Ballnut,ID4820,D,139,0,0,
Case 112,Final Inspection Q.C.,Quality Check 1,29/03/2012 09:00,29/03/2012 09:34,000:34,492,Ballnut,ID4287,D,139,0,0,
Case 113,SETUP     Turning & Milling - Machine 5,Machine 5 - Turning & Milling,15/03/2012 03:09,15/03/2012 06:49,003:40,28,Cable Head,ID4932,S,0,0,0,
Case 113,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,15/03/2012 07:06,15/03/2012 15:56,008:50,28,Cable Head,ID4529,S,28,0,0,
Case 113,Turning & Milling Q.C.,Quality Check 1,16/03/2012 07:03,16/03/2012 11:04,004:01,28,Cable Head,ID4493,D,28,0,0,
Case 113,Laser Marking - Machine 7,Machine 7- Laser Marking,16/03/2012 11:15,16/03/2012 11:39,000:24,28,Cable Head,ID0998,D,28,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,29/02/2012 02:03,29/02/2012 06:53,004:50,20,Ballnut,ID4794,S,1,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,29/02/2012 06:56,29/02/2012 08:19,001:23,20,Ballnut,ID4618,D,0,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,29/02/2012 07:10,29/02/2012 08:01,000:51,20,Ballnut,ID4718,S,0,0,0,
Case 114,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,29/02/2012 20:16,01/03/2012 03:48,007:32,20,Ballnut,ID4794,D,19,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,05/03/2012 00:00,05/03/2012 01:15,000:00,20,Ballnut,ID4618,D,19,0,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,05/03/2012 17:40,05/03/2012 17:41,000:01,20,Ballnut,ID4618,D,0,1,0,
Case 114,Turning & Milling Q.C.,Quality Check 1,07/03/2012 07:56,07/03/2012 08:04,000:08,20,Ballnut,ID4618,D,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,05/03/2012 09:41,05/03/2012 16:01,006:20,90,Ballnut,ID4932,S,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,06/03/2012 00:05,06/03/2012 06:29,006:24,90,Ballnut,ID4529,D,50,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,06/03/2012 06:59,06/03/2012 08:35,001:36,90,Ballnut,ID4932,D,12,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,06/03/2012 08:35,06/03/2012 09:48,001:13,90,Ballnut,ID4932,S,0,0,0,
Case 115,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,06/03/2012 09:49,06/03/2012 13:48,003:59,90,Ballnut,ID4932,D,28,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,06/03/2012 10:30,06/03/2012 12:00,001:30,90,Ballnut,ID4287,D,0,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,06/03/2012 12:00,06/03/2012 12:50,000:50,90,Ballnut,ID4287,D,90,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,08/03/2012 14:46,08/03/2012 15:52,001:06,90,Ballnut,ID4882,D,48,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,09/03/2012 00:00,09/03/2012 01:15,000:00,90,Ballnut,ID4882,D,0,0,0,
Case 115,Flat Grinding - Machine 11,Machine 11 - Grinding,09/03/2012 09:05,09/03/2012 10:17,001:12,90,Ballnut,ID4882,D,42,0,0,
Case 115,Turning & Milling Q.C.,Quality Check 1,11/03/2012 07:00,11/03/2012 08:00,001:00,90,Ballnut,ID4287,D,0,0,0,
Case 115,Lapping - Machine 1,Machine 1 - Lapping,11/03/2012 09:46,11/03/2012 11:14,001:28,90,Ballnut,ID4882,D,90,0,0,
Case 115,Round Grinding - Machine 2,Machine 2 - Round Grinding,11/03/2012 20:41,11/03/2012 22:49,002:08,90,Ballnut,ID4385,S,0,0,0,
